;Time;Number_of_Casualties;Day_of_Week;Road_Type;Speed_limit;Light_Conditions;Weather_Conditions;Road_Surface_Conditions;Urban_or_Rural_Area;Vehicle_Type;Did_Police_Officer_Attend_Scene_of_Accident;Junction_Detail;Number_of_Vehicles;Accident_Severity;Unnamed: 14;Accident_Date
1699;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;2;6;1;2;;12/11/2022 7:01
1700;Tarde;-1;Fin de semana;6;30.0;1;1;1;1;bike;1;3;1;3;;29/08/2022 4:16
1701;Noche;-1;Fin de semana;6;30.0;4;1;1;1;bike;2;3;1;3;;3/11/2022 17:02
1702;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;25/04/2023 5:18
1703;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;2;6;1;3;;8/10/2022 20:19
1704;Tarde;-1;Fin de semana;3;30.0;1;1;1;1;bike;2;3;1;3;;21/05/2023 10:47
1705;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;5/01/2023 17:02
1706;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;1;6;1;3;;16/02/2023 12:53
1707;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;8/11/2022 7:49
1708;Noche;-1;Día laboral;6;30.0;4;1;1;1;bike;1;3;1;2;;31/01/2023 6:38
1709;Tarde;-1;Fin de semana;6;30.0;1;1;1;1;bike;1;3;1;3;;19/03/2023 10:44
1710;Noche;-1;Fin de semana;6;30.0;4;2;2;1;bike;1;3;1;3;;1/05/2023 15:07
1711;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;8/05/2023 4:15
1712;Mañana;-1;Día laboral;6;30.0;1;2;2;1;bike;1;3;1;3;;11/11/2022 1:05
1713;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;1;6;1;2;;9/02/2023 13:30
1714;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;28/03/2023 7:28
1715;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;2;3;1;3;;27/05/2022 13:56
1716;Mañana;-2;Fin de semana;6;30.0;1;1;1;1;bike;1;3;1;3;;19/10/2022 20:29
1717;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;22/05/2022 5:23
1718;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;30/03/2023 8:05
1719;Noche;-1;Día laboral;6;30.0;1;1;1;1;bike;2;3;1;3;;16/11/2022 20:40
1720;Tarde;-1;Fin de semana;6;30.0;1;1;1;1;bike;2;3;1;2;;9/01/2023 19:50
1721;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;2;3;1;3;;11/07/2022 16:33
1722;Noche;-1;Día laboral;6;30.0;1;1;1;1;bike;2;0;1;3;;21/10/2022 8:58
1723;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;6;1;3;;25/05/2022 8:44
1724;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;2;3;1;3;;10/02/2023 21:05
1725;Mañana;-1;Día laboral;3;30.0;1;1;1;1;bike;1;3;1;3;;16/02/2023 19:18
1726;Mañana;-2;Día laboral;6;30.0;1;1;1;1;bike;1;6;1;3;;28/09/2022 4:32
1727;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;2;0;1;3;;11/01/2023 2:54
1728;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;6;1;3;;18/07/2022 6:40
1729;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;3;;15/05/2022 1:21
1730;Tarde;-2;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;5/05/2023 1:33
1731;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;20/12/2022 17:10
1732;Mañana;-1;Fin de semana;6;30.0;1;2;2;1;bike;1;3;1;3;;27/12/2022 14:43
1733;Tarde;-1;Fin de semana;6;30.0;1;1;1;1;bike;2;6;1;3;;19/09/2022 12:44
1734;Noche;-1;Día laboral;6;30.0;4;1;1;1;bike;2;6;1;3;;29/05/2022 14:17
1735;Tarde;-2;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;2;;5/09/2022 23:19
1736;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;3;;27/10/2022 20:53
1737;Noche;-2;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;8/10/2022 0:12
1738;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;7/05/2022 18:05
1739;Mañana;-1;Fin de semana;6;30.0;1;1;1;1;bike;2;0;1;3;;23/06/2022 23:58
1740;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;7/01/2023 8:28
1741;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;30/10/2022 15:35
1742;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;6/05/2023 5:34
1743;Mañana;-1;Día laboral;3;30.0;1;1;1;1;bike;2;3;1;3;;1/11/2022 16:45
1744;Tarde;-1;Día laboral;3;50.0;4;1;1;1;bike;1;3;1;3;;27/06/2022 12:31
1745;Tarde;-1;Fin de semana;6;30.0;1;1;1;1;bike;1;0;1;3;;14/12/2022 17:39
1746;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;12/08/2022 5:22
1747;Noche;-1;Día laboral;6;30.0;1;1;1;1;bike;1;6;1;3;;19/06/2022 11:42
1748;Tarde;-1;Día laboral;6;30.0;4;2;2;1;bike;1;3;1;3;;9/08/2022 19:18
1749;Tarde;-2;Día laboral;6;30.0;1;1;1;1;bike;1;6;1;3;;2/07/2022 13:45
1750;Tarde;-1;Día laboral;6;30.0;1;1;1;2;bike;1;0;1;3;;22/08/2022 4:06
1751;Noche;-1;Día laboral;6;30.0;1;1;1;2;bike;1;0;1;3;;13/01/2023 16:02
1752;Mañana;-2;Día laboral;6;30.0;1;1;1;2;bike;1;3;1;2;;17/01/2023 4:13
1753;Noche;-1;Día laboral;7;30.0;4;1;1;1;bike;2;5;1;2;;12/04/2023 18:18
1754;Mañana;-1;Día laboral;6;30.0;1;2;2;1;bike;1;3;1;3;;6/03/2023 21:06
1755;Tarde;-1;Fin de semana;6;30.0;1;1;1;1;bike;2;6;1;2;;12/07/2022 16:54
1756;Noche;-1;Día laboral;6;30.0;4;1;1;1;bike;1;0;1;2;;14/04/2023 21:13
1757;Noche;-1;Fin de semana;6;30.0;4;1;1;1;bike;1;0;1;2;;20/01/2023 17:40
1758;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;15/04/2023 8:44
1759;Noche;-1;Día laboral;6;30.0;4;1;1;1;bike;1;3;1;2;;22/09/2022 22:25
1760;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;2;2;1;2;;16/09/2022 19:01
1761;Tarde;-1;Día laboral;6;30.0;1;2;2;1;bike;1;3;1;3;;29/05/2023 5:30
1762;Noche;-1;Día laboral;6;30.0;4;2;2;1;bike;1;3;1;2;;28/07/2022 15:04
1763;Mañana;-2;Día laboral;6;30.0;1;2;2;1;bike;1;0;1;3;;23/03/2023 19:11
1764;Tarde;-2;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;2;;11/12/2022 2:40
1765;Tarde;-2;Día laboral;6;30.0;1;1;1;1;bike;1;6;1;3;;26/10/2022 22:34
1766;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;1;6;1;3;;2/05/2022 1:35
1767;Mañana;-1;Día laboral;3;40.0;1;1;1;2;bike;1;3;1;3;;21/09/2022 22:00
1768;Noche;-1;Día laboral;6;30.0;4;1;1;1;bike;1;3;1;3;;28/10/2022 15:26
1769;Mañana;-2;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;19/08/2022 19:56
1770;Tarde;-2;Día laboral;6;30.0;4;1;1;1;bike;1;6;1;3;;27/03/2023 0:25
1771;Tarde;-2;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;21/11/2022 23:34
1772;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;1;6;1;3;;2/06/2022 21:18
1773;Noche;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;3;;30/09/2022 16:50
1774;Noche;-1;Fin de semana;6;30.0;4;1;1;1;bike;1;3;1;3;;21/04/2023 13:42
1775;Tarde;-2;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;3;;18/04/2023 6:04
1776;Noche;-2;Día laboral;6;30.0;4;1;1;1;bike;1;3;1;3;;29/11/2022 13:01
1777;Noche;-1;Fin de semana;6;30.0;4;1;1;1;bike;1;3;1;3;;11/04/2023 11:09
1778;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;2;0;1;3;;2/03/2023 16:59
1779;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;1;6;1;2;;6/05/2022 2:46
1780;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;3;;24/05/2023 8:04
1781;Noche;-1;Día laboral;6;30.0;4;1;1;1;bike;1;3;1;2;;27/11/2022 11:58
1782;Mañana;-1;Día laboral;6;30.0;1;2;2;1;bike;1;3;1;2;;13/05/2022 2:48
1783;Noche;-1;Fin de semana;6;30.0;1;1;1;1;bike;1;6;1;2;;10/10/2022 23:48
1784;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;2;;17/12/2022 17:18
1785;Noche;-1;Fin de semana;6;30.0;4;1;1;1;bike;1;6;1;2;;18/10/2022 14:20
1786;Mañana;-1;Día laboral;3;30.0;4;2;2;1;bike;1;0;1;2;;15/05/2022 9:50
1787;Tarde;-1;Día laboral;6;30.0;1;2;2;1;bike;1;3;1;2;;4/07/2022 1:32
1788;Noche;-1;Fin de semana;6;30.0;4;1;1;1;bike;1;3;1;3;;17/07/2022 18:35
1789;Tarde;-1;Día laboral;6;30.0;1;2;2;1;bike;1;3;1;3;;23/09/2022 0:10
1790;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;2;1;1;3;;17/04/2023 3:13
1791;Noche;-1;Fin de semana;6;30.0;4;1;1;1;bike;2;0;1;3;;24/08/2022 2:41
1792;Noche;-1;Fin de semana;6;30.0;4;2;2;1;bike;1;0;1;3;;3/09/2022 20:09
1793;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;6;1;3;;28/04/2023 10:38
1794;Mañana;-1;Día laboral;6;30.0;1;2;2;1;bike;2;6;1;3;;19/05/2023 11:17
1795;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;2;0;1;3;;17/09/2022 18:42
1796;Tarde;-1;Día laboral;3;40.0;1;1;1;1;bike;1;0;1;3;;15/06/2022 3:01
1797;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;3;;28/11/2022 0:46
1798;Noche;-1;Día laboral;6;30.0;4;2;2;1;bike;2;3;1;3;;6/02/2023 19:30
1799;Noche;-1;Fin de semana;6;30.0;4;1;1;1;bike;1;3;1;3;;17/10/2022 1:41
1800;Tarde;-1;Fin de semana;6;30.0;1;1;1;1;bike;1;3;1;3;;7/02/2023 23:15
1801;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;1;6;1;3;;16/06/2022 4:07
1802;Tarde;-1;Día laboral;6;60.0;1;2;2;2;bike;1;0;1;2;;28/11/2022 13:32
1803;Mañana;-2;Día laboral;9;60.0;1;1;1;2;bike;1;0;1;2;;19/06/2022 1:28
1804;Noche;-1;Fin de semana;6;60.0;1;2;2;2;bike;1;0;1;1;;6/03/2023 12:00
1805;Mañana;-1;Día laboral;3;70.0;1;2;2;2;bike;1;0;1;2;;9/02/2023 1:44
1806;Tarde;-1;Día laboral;2;30.0;1;1;1;1;bike;1;3;1;2;;4/04/2023 1:54
1807;Noche;-1;Día laboral;2;30.0;1;1;1;1;bike;1;0;1;3;;28/05/2022 18:33
1808;Noche;-2;Día laboral;6;30.0;4;2;2;1;bike;1;0;1;3;;22/04/2023 6:45
1809;Noche;-1;Día laboral;6;30.0;1;1;1;1;bike;1;9;1;3;;24/06/2022 21:21
1810;Noche;-1;Día laboral;6;30.0;4;1;1;1;bike;1;0;1;3;;29/07/2022 20:23
1811;Tarde;-1;Día laboral;6;60.0;1;1;1;2;bike;1;0;1;2;;12/12/2022 4:43
1812;Mañana;-1;Día laboral;6;30.0;1;2;2;1;bike;1;3;1;3;;22/05/2023 3:33
1813;Tarde;-1;Fin de semana;6;60.0;1;2;2;2;bike;1;0;1;2;;22/05/2023 11:51
1814;Noche;-1;Día laboral;6;50.0;1;1;1;1;bike;1;3;1;2;;26/04/2023 6:51
1815;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;3;;5/09/2022 0:10
1816;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;2;1;1;3;;24/11/2022 14:50
1817;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;6;1;3;;24/05/2023 4:33
1818;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;2;;11/08/2022 20:57
1819;Tarde;-3;Fin de semana;3;30.0;1;1;1;1;bike;1;0;1;2;;23/03/2023 7:32
1820;Tarde;-1;Día laboral;6;60.0;1;2;2;2;bike;1;0;1;2;;4/05/2022 4:48
1821;Noche;-1;Fin de semana;6;30.0;4;1;1;1;bike;1;0;1;3;;2/02/2023 8:47
1822;Noche;-1;Día laboral;1;30.0;1;1;1;1;bike;1;1;1;3;;6/05/2023 15:09
1823;Tarde;-1;Día laboral;6;50.0;1;2;2;2;bike;1;0;1;3;;16/01/2023 12:11
1824;Noche;-1;Día laboral;6;30.0;7;1;1;1;bike;1;0;1;3;;8/11/2022 4:30
1825;Tarde;-1;Día laboral;6;50.0;1;1;1;2;bike;1;3;1;2;;24/04/2023 12:24
1826;Tarde;-2;Día laboral;6;50.0;1;1;1;2;bike;1;3;1;3;;31/10/2022 2:50
1827;Noche;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;2;;18/06/2022 21:39
1828;Noche;-2;Fin de semana;6;30.0;1;2;2;1;bike;2;3;1;3;;15/05/2023 5:24
1829;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;6/05/2022 13:38
1830;Noche;-1;Día laboral;6;30.0;4;1;1;1;bike;1;0;1;3;;5/02/2023 16:01
1831;Mañana;-1;Día laboral;6;60.0;1;1;1;2;bike;1;0;1;3;;9/01/2023 14:09
1832;Tarde;-1;Día laboral;6;60.0;1;1;1;2;bike;1;0;1;3;;27/05/2022 14:00
1833;Tarde;-1;Día laboral;6;30.0;1;2;2;2;bike;1;0;1;3;;11/01/2023 2:50
1834;Mañana;-1;Fin de semana;6;30.0;1;2;2;1;bike;1;9;1;2;;12/05/2023 7:06
1835;Tarde;-1;Día laboral;6;30.0;4;1;1;1;bike;1;0;1;3;;27/05/2022 9:22
1836;Noche;-1;Día laboral;6;50.0;4;1;1;1;bike;1;0;1;3;;21/07/2022 10:03
1837;Noche;-1;Día laboral;6;30.0;4;2;2;1;bike;1;0;1;3;;15/12/2022 6:14
1838;Noche;-1;Día laboral;6;60.0;6;1;1;2;bike;1;0;1;3;;1/11/2022 10:35
1839;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;2;;4/04/2023 13:10
1840;Tarde;-2;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;2;;6/11/2022 8:14
1841;Noche;-1;Día laboral;6;30.0;4;2;2;1;bike;2;0;1;3;;15/09/2022 8:23
1842;Tarde;-1;Día laboral;6;60.0;1;1;1;2;bike;1;0;1;3;;16/12/2022 18:51
1843;Mañana;-1;Día laboral;6;60.0;1;2;2;2;bike;1;0;1;2;;17/07/2022 2:46
1844;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;26/05/2022 0:10
1845;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;2;3;1;3;;8/05/2023 0:26
1846;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;3;;10/05/2022 17:17
1847;Tarde;-1;Fin de semana;6;60.0;1;1;1;2;bike;1;0;1;2;;9/11/2022 0:02
1848;Tarde;-2;Fin de semana;6;30.0;1;1;1;1;bike;1;0;1;3;;31/05/2022 7:38
1849;Mañana;-1;Día laboral;6;60.0;1;1;1;2;bike;1;0;1;2;;27/10/2022 21:35
1850;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;13/02/2023 18:22
1851;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;2;;14/12/2022 20:38
1852;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;2;;15/12/2022 14:47
1853;Tarde;-1;Fin de semana;6;30.0;1;1;1;2;bike;2;0;1;3;;8/05/2023 1:31
1854;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;3;;7/08/2022 22:57
1855;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;6;1;1;;1/04/2023 21:00
1856;Tarde;-1;Día laboral;6;30.0;4;1;1;1;bike;2;0;1;3;;22/11/2022 21:57
1857;Noche;-1;Fin de semana;6;60.0;6;2;2;2;bike;1;0;1;2;;28/06/2022 10:09
1858;Mañana;-1;Día laboral;6;30.0;1;2;2;1;bike;1;3;1;3;;20/01/2023 17:25
1859;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;2;;23/06/2022 9:45
1860;Mañana;-1;Día laboral;3;30.0;1;1;1;2;bike;2;0;1;2;;2/07/2022 5:54
1861;Noche;-1;Fin de semana;6;40.0;1;1;1;1;bike;1;1;1;2;;30/01/2023 4:34
1862;Tarde;-1;Fin de semana;6;30.0;1;1;1;1;bike;1;0;1;3;;12/10/2022 2:28
1863;Noche;-1;Fin de semana;1;40.0;1;1;1;1;bike;1;1;1;3;;11/06/2022 12:21
1864;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;2;0;1;3;;6/01/2023 9:38
1865;Tarde;-1;Fin de semana;6;40.0;1;1;1;1;bike;1;0;1;1;;5/10/2022 11:20
1866;Tarde;-1;Fin de semana;2;30.0;1;2;2;1;bike;2;6;1;2;;31/12/2022 16:41
1867;Noche;-1;Día laboral;6;30.0;4;1;1;1;bike;1;0;1;3;;1/02/2023 21:44
1868;Noche;-1;Día laboral;6;30.0;1;1;1;1;bike;1;9;1;3;;21/06/2022 23:40
1869;Tarde;-2;Día laboral;6;30.0;1;1;1;1;bike;1;8;1;3;;9/04/2023 17:41
1870;Tarde;-2;Día laboral;6;30.0;1;2;2;1;bike;1;0;1;3;;7/08/2022 2:51
1871;Tarde;-1;Fin de semana;6;40.0;1;1;1;2;bike;1;0;1;2;;4/04/2023 20:01
1872;Noche;-1;Día laboral;1;40.0;1;1;1;2;bike;1;1;1;2;;20/02/2023 17:02
1873;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;3;;13/07/2022 7:44
1874;Mañana;-2;Día laboral;3;30.0;1;1;1;1;bike;1;0;1;3;;25/01/2023 4:23
1875;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;2;3;1;3;;17/09/2022 11:14
1876;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;2;0;1;3;;9/01/2023 3:34
1877;Mañana;-1;Día laboral;1;30.0;1;1;1;1;bike;1;2;1;3;;26/04/2023 17:15
1878;Noche;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;3;;29/07/2022 7:36
1879;Mañana;-1;Día laboral;6;40.0;1;4;4;2;bike;1;0;1;3;;21/03/2023 11:37
1880;Noche;-1;Fin de semana;6;30.0;4;2;2;1;bike;1;1;1;3;;24/11/2022 6:53
1881;Noche;-1;Día laboral;6;30.0;4;2;2;2;bike;1;1;1;2;;17/01/2023 10:05
1882;Mañana;-1;Día laboral;6;60.0;1;1;1;2;bike;1;0;1;3;;5/12/2022 19:32
1883;Mañana;-1;Día laboral;2;30.0;1;2;2;1;bike;1;0;1;3;;24/09/2022 6:11
1884;Tarde;-1;Día laboral;6;30.0;1;1;1;2;bike;1;0;1;2;;19/01/2023 1:39
1885;Noche;-2;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;2;;26/11/2022 23:35
1886;Tarde;-1;Fin de semana;6;60.0;1;1;1;2;bike;1;0;1;3;;5/12/2022 8:39
1887;Tarde;-2;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;2;;19/04/2023 6:38
1888;Noche;-1;Día laboral;6;50.0;1;1;1;2;bike;1;0;1;3;;6/03/2023 23:16
1889;Noche;-1;Fin de semana;6;30.0;1;1;1;1;bike;2;0;1;2;;22/06/2022 1:57
1890;Noche;-1;Día laboral;6;30.0;1;1;1;1;bike;2;0;1;3;;9/05/2022 5:47
1891;Tarde;-1;Día laboral;1;40.0;1;1;1;1;bike;1;1;1;2;;21/05/2023 0:02
1892;Mañana;-2;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;5/05/2023 4:04
1893;Tarde;-2;Fin de semana;6;30.0;1;2;2;1;bike;1;3;1;2;;1/02/2023 14:10
1894;Mañana;-1;Fin de semana;6;60.0;1;1;1;2;bike;1;0;1;3;;4/03/2023 2:20
1895;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;2;0;1;2;;21/05/2022 11:16
1896;Tarde;-1;Día laboral;2;30.0;1;1;1;1;bike;1;3;1;2;;3/12/2022 8:32
1897;Noche;-1;Día laboral;6;40.0;4;;66;1;bike;2;6;1;3;;13/03/2023 7:47
1898;Noche;-1;Día laboral;6;30.0;4;1;1;1;bike;1;0;1;2;;2/03/2023 12:15
1899;Noche;-1;Fin de semana;6;30.0;1;1;1;1;bike;1;3;1;3;;1/09/2022 4:32
1900;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;2;0;1;3;;31/07/2022 3:47
1901;Noche;-1;Fin de semana;6;30.0;4;1;1;1;bike;1;0;1;3;;22/03/2023 3:45
1902;Noche;-1;Día laboral;6;30.0;1;1;1;1;bike;2;0;1;2;;4/08/2022 8:34
1903;Mañana;-1;Día laboral;6;50.0;1;1;1;2;bike;1;6;1;3;;24/07/2022 13:31
1904;Noche;-1;Fin de semana;3;70.0;6;1;1;2;bike;1;0;1;2;;23/07/2022 21:57
1905;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;3;;28/10/2022 7:06
1906;Tarde;-2;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;2;;3/09/2022 19:37
1907;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;3;;24/06/2022 18:20
1908;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;3;;23/07/2022 5:31
1909;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;2;;25/02/2023 6:29
1910;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;2;0;1;3;;10/04/2023 7:55
1911;Mañana;-2;Día laboral;6;30.0;4;1;1;1;bike;1;3;1;3;;3/06/2022 13:50
1912;Tarde;-1;Día laboral;6;30.0;4;2;2;1;bike;2;3;1;2;;6/07/2022 14:53
1913;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;10/12/2022 7:24
1914;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;23/07/2022 21:04
1915;Mañana;-1;Fin de semana;6;30.0;1;1;1;1;bike;1;3;1;3;;21/11/2022 15:33
1916;Mañana;-1;Fin de semana;6;30.0;1;1;1;1;bike;1;0;1;2;;7/04/2023 5:31
1917;Noche;-1;Fin de semana;7;30.0;4;1;1;2;bike;1;0;1;3;;3/03/2023 14:28
1918;Mañana;-2;Fin de semana;9;30.0;1;1;1;1;bike;1;3;1;3;;12/04/2023 14:49
1919;Tarde;-1;Fin de semana;6;60.0;1;1;1;2;bike;1;0;1;2;;12/07/2022 12:55
1920;Mañana;-1;Día laboral;6;30.0;4;4;4;2;bike;1;0;1;3;;25/04/2023 20:47
1921;Noche;-1;Día laboral;6;60.0;4;;66;2;bike;1;0;1;2;;6/01/2023 19:00
1922;Noche;-1;Día laboral;6;30.0;1;1;1;1;bike;2;0;1;3;;13/10/2022 19:49
1923;Mañana;-1;Fin de semana;6;30.0;1;1;1;1;bike;1;3;1;2;;17/05/2023 8:16
1924;Mañana;-1;Fin de semana;6;30.0;1;1;1;1;bike;2;0;1;3;;25/02/2023 13:13
1925;Noche;-1;Día laboral;6;30.0;4;1;1;1;bike;1;6;1;3;;3/07/2022 11:16
1926;Tarde;-1;Día laboral;6;30.0;1;2;2;1;bike;1;3;1;2;;4/03/2023 4:56
1927;Mañana;-1;Día laboral;3;30.0;1;2;2;1;bike;1;3;1;3;;22/08/2022 21:42
1928;Mañana;-1;Día laboral;1;30.0;1;1;1;1;bike;1;1;1;3;;25/05/2022 19:02
1929;Mañana;-1;Fin de semana;6;30.0;1;1;1;2;bike;2;3;1;3;;7/05/2023 12:52
1930;Tarde;-1;Fin de semana;1;70.0;1;1;1;2;bike;2;1;1;3;;3/09/2022 22:15
1931;Noche;-1;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;15/05/2023 6:43
1932;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;2;0;1;3;;11/05/2023 19:18
1933;Tarde;-1;Fin de semana;6;30.0;1;1;1;1;bike;1;0;1;3;;20/03/2023 8:07
1934;Tarde;-2;Fin de semana;6;30.0;1;1;1;1;bike;1;3;1;3;;3/07/2022 14:18
1935;Mañana;-1;Fin de semana;2;30.0;1;1;1;1;bike;2;0;1;3;;23/07/2022 4:24
1936;Mañana;-1;Día laboral;6;30.0;1;2;2;2;bike;1;0;1;3;;17/05/2023 11:40
1937;Mañana;-2;Día laboral;2;30.0;1;1;1;1;bike;1;3;1;3;;14/03/2023 15:55
1938;Tarde;-1;Día laboral;2;20.0;1;1;1;1;bike;1;6;1;3;;28/12/2022 19:37
1939;Tarde;-1;Día laboral;6;40.0;7;1;1;2;bike;1;0;1;3;;15/12/2022 1:13
1940;Noche;-1;Día laboral;6;30.0;4;1;1;1;bike;1;3;1;3;;27/02/2023 22:46
1941;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;1;9;1;3;;18/08/2022 13:43
1942;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;17/05/2022 16:17
1943;Noche;-1;Fin de semana;6;30.0;1;2;2;2;bike;2;0;1;3;;29/03/2023 4:08
1944;Noche;-1;Día laboral;6;30.0;6;1;1;2;bike;2;0;1;3;;21/03/2023 0:25
1945;Mañana;-1;Fin de semana;2;30.0;1;1;1;2;bike;2;0;1;3;;3/10/2022 1:57
1946;Tarde;-1;Día laboral;6;30.0;1;2;2;1;bike;1;2;1;2;;15/12/2022 8:48
1947;Tarde;-1;Fin de semana;6;30.0;1;1;1;1;bike;1;0;1;2;;24/03/2023 2:52
1948;Noche;-1;Día laboral;6;20.0;1;1;1;1;bike;1;3;1;3;;26/05/2023 7:51
1949;Mañana;-1;Día laboral;6;60.0;1;1;1;2;bike;1;0;1;2;;19/09/2022 22:59
1950;Mañana;-1;Día laboral;1;30.0;1;1;1;1;bike;1;1;1;3;;28/02/2023 5:08
1951;Noche;-1;Día laboral;6;40.0;1;2;2;2;bike;1;3;1;2;;17/06/2022 13:25
1952;Tarde;-1;Día laboral;6;30.0;1;1;1;2;bike;1;0;1;3;;16/10/2022 3:33
1953;Noche;-1;Fin de semana;6;30.0;4;1;1;1;bike;1;9;1;3;;18/09/2022 20:52
1954;Mañana;-1;Día laboral;3;40.0;1;1;1;2;bike;1;0;1;2;;29/05/2022 2:46
